dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
dt =	3.906250e-03	range =	2.000000e+00	interval =	1.600000e+01	n =	2	time =	3.906250e-03	quality = 	0.000000e+00
